away_team_id,away_team_name,away_team_score,home_team_id,home_team_name,home_team_score,match_id,match_period,match_competition,match_round,match_season,match_seasonId,match_skyId,match_status,match_type,match_venue_id,match_venue_location,match_venue_name,_c18,team_name,total_match_score
t57,Watford,1,t45,NorwichCity,0,af8ff15e-03f0-3552-bba9-99a1da7d5e5d,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430211,result,Regular,61,Norwich,CarrowRoad,"",Watford,1
t52,QueensParkRangers,1,t80,SwanseaCity,0,20d8236f-7892-31d1-b04e-faffa547c031,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430214,result,Regular,2867,Swansea,LibertyStadium,"",QueensParkRangers,1
t24,DerbyCounty,0,t107,PrestonNorthEnd,3,108c4900-e26e-32b3-baac-5fb419315d29,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430212,result,Regular,105,Preston,Deepdale,"",DerbyCounty,3
t5,BlackburnRovers,0,t19,SheffieldWednesday,1,9f6590da-a627-3fc3-8bf0-69553db717c5,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430213,result,Regular,41,Sheffield,Hillsborough,"",BlackburnRovers,1
t25,Middlesbrough,2,t72,RotherhamUnited,1,6de63508-aa62-3395-878b-49fb500439d7,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430218,result,Regular,8148,Rotherham,AESSEALNewYorkStadium,"",Middlesbrough,3
t91,Bournemouth,4,t103,Millwall,1,f111b7bf-ffe8-3581-ad72-a188135535eb,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430217,result,Regular,101,London,TheDen,"",Bournemouth,5
t9,CoventryCity,3,t110,StokeCity,2,9681e804-228b-35c7-a986-4d3eefb0be8a,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430219,result,Regular,1,Stoke,bet365Stadium,"",CoventryCity,5
t113,BristolCity,1,t112,WycombeWanderers,2,9227dc48-476b-3027-80e9-baacd1724d0e,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430220,result,Regular,3,Wycombe,AdamsPark,"",BristolCity,3
t108,Reading,0,t102,LutonTown,0,579a162b-4e19-3499-ab81-9ea52ed38ee8,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430216,result,Regular,100,Luton,KenilworthRoad,"",Reading,0
t37,Barnsley,1,t38,HuddersfieldTown,0,2424e547-8d46-3546-a8ca-86e58eea25ca,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430215,result,Regular,54,Huddersfield,JohnSmith'sStadium,"",Barnsley,1
t17,NottinghamForest,1,t41,BirminghamCity,1,2361fae0-8666-39af-8045-5387677abea4,FullTime,SkyBetChampionship,43,Season2020/2021,2020,430209,result,Regular,57,Birmingham,St.Andrew'sTrillionTrophyStadium,"",NottinghamForest,2
t94,Brentford,1,t91,Bournemouth,0,80bd350f-08b3-3cf8-8030-e1602f5c2ce3,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430223,result,Regular,2734,Bournemouth,VitalityStadium,"",Brentford,1
t107,PrestonNorthEnd,1,t9,CoventryCity,0,85641338-fcff-3308-ad22-88ba91049efb,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430226,result,Regular,57,Birmingham,St.Andrew'sTrillionTrophyStadium,"",PrestonNorthEnd,1
t72,RotherhamUnited,0,t37,Barnsley,1,e24857de-6341-37c5-a671-67639325be97,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430221,result,Regular,53,Barnsley,Oakwell,"",RotherhamUnited,1
t112,WycombeWanderers,1,t97,CardiffCity,2,9a704a3c-0c3e-3db2-bffa-bc92c08cbc05,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430225,result,Regular,5040,Cardiff,CardiffCityStadium,"",WycombeWanderers,3
t41,BirminghamCity,2,t24,DerbyCounty,1,8de53409-983e-3b7d-9305-a611f76e8eae,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430227,result,Regular,45,Derby,PrideParkStadium,"",BirminghamCity,3
t38,HuddersfieldTown,2,t5,BlackburnRovers,5,26cc2f5f-526e-36bd-8ef5-aafbe987f09a,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430222,result,Regular,32,Blackburn,EwoodPark,"",HuddersfieldTown,7
t103,Millwall,0,t57,Watford,1,b82cdb8b-37ac-3280-b8e5-ab31b9001c8c,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430232,result,Regular,73,Watford,VicarageRoad,"",Millwall,1
t110,StokeCity,1,t17,NottinghamForest,1,4a21d180-dad4-3b77-84b2-96aa899324cd,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430229,result,Regular,40,Nottingham,TheCityGround,"",StokeCity,2
t19,SheffieldWednesday,1,t25,Middlesbrough,3,d64c2f8a-7be6-3631-8356-2cea398b9159,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430228,result,Regular,46,Middlesbrough,RiversideStadium,"",SheffieldWednesday,4
t45,NorwichCity,3,t52,QueensParkRangers,1,7137f70f-8257-31f4-8271-fef3eb10d521,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430230,result,Regular,68,London,KiyanPrinceFoundationStadium,"",NorwichCity,4
t80,SwanseaCity,2,t108,Reading,2,9b66ae09-7dca-3cd5-be16-2d8ad1e0bca9,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430231,result,Regular,106,Reading,SelectCarLeasingStadium,"",SwanseaCity,4
t102,LutonTown,3,t113,BristolCity,2,d67b7457-c01a-3b45-ae05-cafab05be10c,FullTime,SkyBetChampionship,44,Season2020/2021,2020,430224,result,Regular,4,Bristol,AshtonGate,"",LutonTown,5
t72,RotherhamUnited,0,t94,Brentford,1,d4481c3d-2f56-3538-859e-2c4e42b3ff52,FullTime,SkyBetChampionship,35,Season2020/2021,2020,430114,result,Regular,14923,Brentford,BrentfordCommunityStadium,"",RotherhamUnited,1
t17,NottinghamForest,0,t19,SheffieldWednesday,0,bd67a552-c6b7-3028-9e40-a25187fd63e9,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430241,result,Regular,41,Sheffield,Hillsborough,"",NottinghamForest,0
t57,Watford,0,t94,Brentford,2,1ee570ab-e912-3dd5-90b0-4270113bec75,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430234,result,Regular,14923,Brentford,BrentfordCommunityStadium,"",Watford,2
t9,CoventryCity,1,t38,HuddersfieldTown,1,1de9b463-82ef-3047-984a-13b2bf3c85ea,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430235,result,Regular,54,Huddersfield,JohnSmith'sStadium,"",CoventryCity,2
t52,QueensParkRangers,2,t110,StokeCity,0,04bc515f-6e40-350b-9697-b8b4bdb5cf42,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430242,result,Regular,1,Stoke,bet365Stadium,"",QueensParkRangers,2
t91,Bournemouth,0,t112,WycombeWanderers,1,31a6889c-cef9-363d-80c0-ac40bc583ba6,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430244,result,Regular,3,Wycombe,AdamsPark,"",Bournemouth,1
t108,Reading,1,t45,NorwichCity,4,b4f2bf90-386b-3894-a1d4-e91d64afc66e,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430238,result,Regular,61,Norwich,CarrowRoad,"",Reading,5
t25,Middlesbrough,1,t102,LutonTown,1,f74d6c00-76e6-365d-97d8-e8812809a0f3,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430236,result,Regular,100,Luton,KenilworthRoad,"",Middlesbrough,2
t5,BlackburnRovers,1,t72,RotherhamUnited,1,f8fca2e6-d3b9-34db-acf5-bcc1250bdfa2,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430240,result,Regular,8148,Rotherham,AESSEALNewYorkStadium,"",BlackburnRovers,2
t37,Barnsley,0,t107,PrestonNorthEnd,2,cd0c0add-c913-3d72-84de-ab8afc5aee18,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430239,result,Regular,105,Preston,Deepdale,"",Barnsley,2
t97,CardiffCity,4,t41,BirminghamCity,0,92ac1452-a8f2-31e8-9bae-8f3ef2cd38fe,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430233,result,Regular,57,Birmingham,St.Andrew'sTrillionTrophyStadium,"",CardiffCity,4
t113,BristolCity,1,t103,Millwall,4,cc43b18f-23f8-3bd3-86dd-f771fb32e2d1,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430237,result,Regular,101,London,TheDen,"",BristolCity,5
t24,DerbyCounty,1,t80,SwanseaCity,2,7779cd5a-65d7-3645-bf4b-ddf295b6770b,FullTime,SkyBetChampionship,45,Season2020/2021,2020,430243,result,Regular,2867,Swansea,LibertyStadium,"",DerbyCounty,3
t72,RotherhamUnited,0,t102,LutonTown,0,9eb8e73e-0e90-3601-b2bc-b4f563910c2f,FullTime,SkyBetChampionship,26,Season2020/2021,2020,430009,result,Regular,100,Luton,KenilworthRoad,"",RotherhamUnited,0
t72,RotherhamUnited,1,t97,CardiffCity,1,04987668-ddf2-34ee-bf97-20b624805557,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430249,result,Regular,5040,Cardiff,CardiffCityStadium,"",RotherhamUnited,2
t107,PrestonNorthEnd,2,t17,NottinghamForest,1,959c37a6-d11e-3e85-99d9-c1546b81cc1b,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430253,result,Regular,40,Nottingham,TheCityGround,"",PrestonNorthEnd,3
t19,SheffieldWednesday,3,t24,DerbyCounty,3,aa0663ea-44a5-3794-9161-4a07544a11e7,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430251,result,Regular,45,Derby,PrideParkStadium,"",SheffieldWednesday,6
t80,SwanseaCity,0,t57,Watford,2,87768f3b-ed50-3046-a299-c459acb4296e,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430256,result,Regular,73,Watford,VicarageRoad,"",SwanseaCity,2
t41,BirminghamCity,2,t5,BlackburnRovers,5,c70f196b-4ca8-3b80-9828-7e93c70c24b3,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430246,result,Regular,32,Blackburn,EwoodPark,"",BirminghamCity,7
t38,HuddersfieldTown,2,t108,Reading,2,71038755-15b6-3a1e-a498-08176dee9fc4,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430255,result,Regular,106,Reading,SelectCarLeasingStadium,"",HuddersfieldTown,4
t45,NorwichCity,2,t37,Barnsley,2,3425fa42-c2df-3bf1-8cd2-ba1e7704b946,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430245,result,Regular,53,Barnsley,Oakwell,"",NorwichCity,4
t102,LutonTown,1,t52,QueensParkRangers,3,2c18be43-805d-37f8-9911-4d63bf6ec72c,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430254,result,Regular,68,London,KiyanPrinceFoundationStadium,"",LutonTown,4
t103,Millwall,1,t9,CoventryCity,6,3ee54c77-bd88-3c6b-b9c9-6910534e5362,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430250,result,Regular,57,Birmingham,St.Andrew'sTrillionTrophyStadium,"",Millwall,7
t110,StokeCity,2,t91,Bournemouth,0,62033102-8343-3d14-baec-94374ec43f97,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430247,result,Regular,2734,Bournemouth,VitalityStadium,"",StokeCity,2
t94,Brentford,3,t113,BristolCity,1,be45fa13-19b7-3e89-a716-d1226881c14b,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430248,result,Regular,4,Bristol,AshtonGate,"",Brentford,4
t112,WycombeWanderers,3,t25,Middlesbrough,0,d028ef08-871a-32da-8a2e-52967a88d7d7,FullTime,SkyBetChampionship,46,Season2020/2021,2020,430252,result,Regular,46,Middlesbrough,RiversideStadium,"",WycombeWanderers,3
t94,Brentford,0,t91,Bournemouth,1,0e489248-e51e-3f33-b11b-66e5d499f23d,FullTime,SkyBetChampionship,47,Season2020/2021,2020,444049,result,1stLeg,2734,Bournemouth,VitalityStadium,"",Brentford,1
t80,SwanseaCity,1,t37,Barnsley,0,4f0d06b9-fbfc-33ef-8b51-b410394e9e29,FullTime,SkyBetChampionship,47,Season2020/2021,2020,444048,result,1stLeg,53,Barnsley,Oakwell,"",SwanseaCity,1
t91,Bournemouth,1,t94,Brentford,3,78ab2cca-b532-3dfb-b4ce-6645037dde7a,FullTime,SkyBetChampionship,48,Season2020/2021,2020,444050,result,2ndLeg,14923,Brentford,BrentfordCommunityStadium,"",Bournemouth,4
t37,Barnsley,1,t80,SwanseaCity,1,e5acda2d-3d2d-387b-8ef5-0c941d10817d,FullTime,SkyBetChampionship,48,Season2020/2021,2020,444051,result,2ndLeg,2867,Swansea,LibertyStadium,"",Barnsley,2
t80,SwanseaCity,0,t94,Brentford,2,624e2ed3-7b02-3eae-a56a-4f936e2ac43d,FullTime,SkyBetChampionship,49,Season2020/2021,2020,444388,result,Cup,5,London,WembleyStadium,"",SwanseaCity,2
